"STATION","NAME","DATE","HLY-DEWP-NORMAL","HLY-TEMP-NORMAL"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-26T13:00:00","55.9","77.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-26T14:00:00","56.0","77.4"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-26T15:00:00","55.8","77.6"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-26T16:00:00","56.0","77.2"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-26T17:00:00","56.2","76.2"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-26T18:00:00","56.6","74.5"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-26T19:00:00","57.3","71.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-26T20:00:00","57.7","68.4"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-26T21:00:00","57.7","65.9"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-26T22:00:00","57.5","64.1"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-26T23:00:00","57.3","62.5"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-27T00:00:00","56.7","61.2"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-27T01:00:00","56.5","60.4"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-27T02:00:00","56.0","59.5"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-27T03:00:00","55.6","58.6"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-27T04:00:00","55.1","57.9"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-27T05:00:00","55.1","57.9"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-27T06:00:00","56.8","60.9"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-27T07:00:00","57.4","64.1"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-27T08:00:00","57.8","67.6"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-27T09:00:00","57.7","70.6"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-27T10:00:00","57.3","73.2"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-27T11:00:00","56.6","75.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-27T12:00:00","56.3","76.4"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-27T13:00:00","56.0","77.1"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-27T14:00:00","56.1","77.5"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-27T15:00:00","56.0","77.7"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-27T16:00:00","56.1","77.3"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-27T17:00:00","56.3","76.3"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-27T18:00:00","56.8","74.6"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-27T19:00:00","57.5","71.9"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-27T20:00:00","57.9","68.5"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-27T21:00:00","57.8","66.1"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-27T22:00:00","57.7","64.3"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-27T23:00:00","57.5","62.7"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-28T00:00:00","56.9","61.4"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-28T01:00:00","56.7","60.6"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-28T02:00:00","56.2","59.7"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-28T03:00:00","55.8","58.9"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-28T04:00:00","55.3","58.2"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-28T05:00:00","55.3","58.1"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-28T06:00:00","57.0","61.2"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-28T07:00:00","57.6","64.3"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-28T08:00:00","58.0","67.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-28T09:00:00","57.9","70.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-28T10:00:00","57.5","73.4"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-28T11:00:00","56.9","75.1"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-28T12:00:00","56.6","76.6"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-28T13:00:00","56.3","77.3"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-28T14:00:00","56.3","77.6"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-28T15:00:00","56.3","77.9"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-28T16:00:00","56.5","77.4"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-28T17:00:00","56.7","76.4"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-28T18:00:00","57.1","74.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-28T19:00:00","57.8","72.2"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-28T20:00:00","58.2","68.7"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-28T21:00:00","58.2","66.4"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-28T22:00:00","58.0","64.6"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-28T23:00:00","57.8","63.1"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-29T00:00:00","57.3","61.7"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-29T01:00:00","57.1","60.9"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-29T02:00:00","56.6","60.1"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-29T03:00:00","56.2","59.2"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-29T04:00:00","55.7","58.5"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-29T05:00:00","55.7","58.5"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-29T06:00:00","57.3","61.4"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-29T07:00:00","57.9","64.6"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-29T08:00:00","58.3","68.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-29T09:00:00","58.2","71.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-29T10:00:00","57.8","73.6"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-29T11:00:00","57.2","75.4"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-29T12:00:00","56.9","76.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-29T13:00:00","56.6","77.5"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-29T14:00:00","56.6","77.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-29T15:00:00","56.6","78.1"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-29T16:00:00","56.8","77.6"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-29T17:00:00","57.0","76.6"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-29T18:00:00","57.4","75.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-29T19:00:00","58.1","72.3"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-29T20:00:00","58.4","69.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-29T21:00:00","58.4","66.6"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-29T22:00:00","58.2","64.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-29T23:00:00","58.0","63.3"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-30T00:00:00","57.4","61.9"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-30T01:00:00","57.2","61.1"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-30T02:00:00","56.8","60.2"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-30T03:00:00","56.4","59.4"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-30T04:00:00","55.9","58.7"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-30T05:00:00","55.9","58.7"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-30T06:00:00","57.5","61.6"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-30T07:00:00","58.0","64.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-30T08:00:00","58.5","68.2"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-30T09:00:00","58.4","71.2"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-30T10:00:00","57.9","73.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-30T11:00:00","57.4","75.7"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-30T12:00:00","57.0","77.1"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-30T13:00:00","56.7","77.9"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-30T14:00:00","56.7","78.2"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-30T15:00:00","56.7","78.4"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-30T16:00:00","57.0","77.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-30T17:00:00","57.2","76.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-30T18:00:00","57.6","75.2"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-30T19:00:00","58.3","72.6"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-30T20:00:00","58.7","69.2"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-30T21:00:00","58.6","66.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-30T22:00:00","58.5","65.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","06-30T23:00:00","58.2","63.5"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-01T00:00:00","57.6","62.2"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-01T01:00:00","57.4","61.4"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-01T02:00:00","57.0","60.4"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-01T03:00:00","56.6","59.6"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-01T04:00:00","56.1","58.9"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-01T05:00:00","56.1","58.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-01T06:00:00","57.7","61.7"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-01T07:00:00","58.3","65.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-01T08:00:00","58.8","68.4"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-01T09:00:00","58.7","71.5"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-01T10:00:00","58.3","74.1"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-01T11:00:00","57.7","75.9"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-01T12:00:00","57.3","77.5"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-01T13:00:00","57.0","78.2"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-01T14:00:00","57.1","78.5"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-01T15:00:00","57.1","78.6"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-01T16:00:00","57.3","78.1"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-01T17:00:00","57.6","77.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-01T18:00:00","58.0","75.3"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-01T19:00:00","58.6","72.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-01T20:00:00","59.0","69.5"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-01T21:00:00","59.0","67.1"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-01T22:00:00","58.8","65.4"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-01T23:00:00","58.5","63.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-02T00:00:00","57.9","62.6"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-02T01:00:00","57.7","61.7"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-02T02:00:00","57.3","60.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-02T03:00:00","56.9","60.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-02T04:00:00","56.5","59.3"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-02T05:00:00","56.5","59.3"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-02T06:00:00","58.0","62.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-02T07:00:00","58.6","65.2"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-02T08:00:00","59.1","68.6"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-02T09:00:00","59.0","71.7"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-02T10:00:00","58.6","74.3"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-02T11:00:00","58.1","76.1"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-02T12:00:00","57.6","77.7"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-02T13:00:00","57.4","78.3"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-02T14:00:00","57.4","78.7"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-02T15:00:00","57.4","78.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-02T16:00:00","57.6","78.2"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-02T17:00:00","57.9","77.1"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-02T18:00:00","58.3","75.5"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-02T19:00:00","58.9","72.9"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-02T20:00:00","59.3","69.6"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-02T21:00:00","59.2","67.3"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-02T22:00:00","59.1","65.5"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-02T23:00:00","58.8","64.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-03T00:00:00","58.2","62.9"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-03T01:00:00","58.0","62.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-03T02:00:00","57.7","61.1"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-03T03:00:00","57.2","60.2"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-03T04:00:00","56.7","59.5"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-03T05:00:00","56.8","59.5"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-03T06:00:00","58.2","62.3"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-03T07:00:00","58.8","65.5"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-03T08:00:00","59.2","68.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-03T09:00:00","59.2","71.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-03T10:00:00","58.8","74.4"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-03T11:00:00","58.2","76.3"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-03T12:00:00","57.7","77.9"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-03T13:00:00","57.3","78.6"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-03T14:00:00","57.4","78.9"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-03T15:00:00","57.4","79.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-03T16:00:00","57.6","78.4"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-03T17:00:00","57.9","77.3"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-03T18:00:00","58.3","75.6"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-03T19:00:00","58.8","72.9"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-03T20:00:00","59.2","69.7"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-03T21:00:00","59.1","67.4"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-03T22:00:00","58.9","65.6"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-03T23:00:00","58.7","64.1"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-04T00:00:00","58.1","62.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-04T01:00:00","57.9","62.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-04T02:00:00","57.6","61.1"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-04T03:00:00","57.2","60.2"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-04T04:00:00","56.7","59.5"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-04T05:00:00","56.7","59.4"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-04T06:00:00","58.2","62.2"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-04T07:00:00","58.8","65.4"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-04T08:00:00","59.1","68.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-04T09:00:00","59.1","71.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-04T10:00:00","58.6","74.3"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-04T11:00:00","58.0","76.2"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-04T12:00:00","57.6","77.9"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-04T13:00:00","57.2","78.6"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-04T14:00:00","57.2","79.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-04T15:00:00","57.2","79.1"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-04T16:00:00","57.4","78.4"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-04T17:00:00","57.7","77.3"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-04T18:00:00","58.1","75.6"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-04T19:00:00","58.7","73.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-04T20:00:00","59.0","69.6"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-04T21:00:00","59.0","67.3"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-04T22:00:00","58.8","65.5"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-04T23:00:00","58.6","63.9"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-05T00:00:00","58.0","62.7"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-05T01:00:00","57.9","61.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-05T02:00:00","57.5","60.9"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-05T03:00:00","57.0","60.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-05T04:00:00","56.6","59.3"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-05T05:00:00","56.6","59.2"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-05T06:00:00","58.1","62.1"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-05T07:00:00","58.7","65.3"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-05T08:00:00","59.0","68.7"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-05T09:00:00","59.0","71.7"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-05T10:00:00","58.5","74.3"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-05T11:00:00","57.9","76.1"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-05T12:00:00","57.4","77.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-05T13:00:00","57.1","78.6"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-05T14:00:00","57.1","79.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-05T15:00:00","57.1","79.1"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-05T16:00:00","57.4","78.4"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-05T17:00:00","57.7","77.3"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-05T18:00:00","58.1","75.7"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-05T19:00:00","58.7","73.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-05T20:00:00","59.1","69.7"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-05T21:00:00","59.0","67.3"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-05T22:00:00","58.9","65.5"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-05T23:00:00","58.6","64.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-06T00:00:00","58.1","62.7"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-06T01:00:00","57.9","61.7"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-06T02:00:00","57.5","60.9"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-06T03:00:00","57.0","59.9"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-06T04:00:00","56.5","59.2"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-06T05:00:00","56.6","59.1"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-06T06:00:00","58.1","62.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-06T07:00:00","58.7","65.3"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-06T08:00:00","59.0","68.7"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-06T09:00:00","59.0","71.7"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-06T10:00:00","58.6","74.3"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-06T11:00:00","57.9","76.2"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-06T12:00:00","57.4","77.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-06T13:00:00","57.1","78.6"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-06T14:00:00","57.1","79.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-06T15:00:00","57.1","79.1"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-06T16:00:00","57.4","78.4"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-06T17:00:00","57.8","77.4"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-06T18:00:00","58.2","75.7"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-06T19:00:00","58.8","73.1"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-06T20:00:00","59.2","69.7"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-06T21:00:00","59.2","67.4"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-06T22:00:00","59.0","65.6"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-06T23:00:00","58.7","64.1"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-07T00:00:00","58.3","62.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-07T01:00:00","58.0","61.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-07T02:00:00","57.6","60.9"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-07T03:00:00","57.2","60.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-07T04:00:00","56.7","59.3"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-07T05:00:00","56.7","59.2"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-07T06:00:00","58.3","62.1"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-07T07:00:00","58.9","65.4"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-07T08:00:00","59.3","68.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-07T09:00:00","59.2","71.9"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-07T10:00:00","58.9","74.5"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-07T11:00:00","58.2","76.4"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-07T12:00:00","57.8","78.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-07T13:00:00","57.5","78.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-07T14:00:00","57.5","79.2"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-07T15:00:00","57.4","79.3"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-07T16:00:00","57.8","78.6"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-07T17:00:00","58.1","77.6"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-07T18:00:00","58.6","76.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-07T19:00:00","59.2","73.3"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-07T20:00:00","59.6","70.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-07T21:00:00","59.6","67.6"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-07T22:00:00","59.3","65.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-07T23:00:00","59.1","64.4"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-08T00:00:00","58.6","63.1"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-08T01:00:00","58.3","62.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-08T02:00:00","57.9","61.1"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","07-08T03:00:00","57.5","60.3"
